transaction_amount,transaction_time,customer_age,distance_from_home,previous_fraud_history,merchant_risk_score,num_transactions_last_24hrs,account_type,region,transaction_method,fraud_label
226.1,1,21,30.14,0,0.77,3,Current,East,POS,0
186.17,19,63,5.79,0,0.15,5,Business,East,POS,0
90.7,17,45,11.9,0,0.89,7,Savings,West,POS,0
49.15,13,28,14.0,1,0.56,1,Savings,North,POS,0
885.17,17,51,9.59,0,0.81,1,Current,South,Online,1
121.03,1,52,36.31,1,0.67,5,Savings,West,POS,0
233.13,0,22,20.19,0,0.13,2,Current,Central,POS,0
30.29,19,74,16.74,0,0.91,2,Savings,South,Online,0
132.95,1,56,11.01,0,0.72,3,Savings,South,ATM,0
5.58,8,28,1.33,0,0.04,4,Current,Central,Online,0
140.82,8,29,1.71,0,0.58,2,Savings,East,Online,0
664.94,15,60,5.33,0,0.48,6,Savings,Central,ATM,0
96.97,10,36,3.56,0,0.86,4,Savings,East,Mobile Banking,0
7.96,22,30,45.72,0,0.12,4,Current,East,Online,0
6.29,5,21,7.91,0,0.59,4,Current,South,Mobile Banking,0
98.2,11,31,31.39,0,0.31,6,Savings,East,Online,0
34.88,2,61,25.56,0,0.25,3,Savings,South,Online,0
4.73,11,19,25.12,0,0.02,5,Savings,North,Online,0
282.29,22,25,3.64,0,0.33,4,Savings,Central,Online,0
122.69,0,39,8.89,0,0.4,3,Current,Central,Online,0
68.29,8,68,5.74,0,0.45,0,Savings,East,Mobile Banking,0
460.68,19,30,52.81,0,0.73,3,Current,East,Online,0
24.69,21,38,31.4,1,0.4,1,Savings,North,ATM,0
624.34,5,38,4.31,0,0.2,4,Savings,North,POS,0
75.37,10,45,5.64,0,0.4,4,Savings,South,ATM,0
438.57,2,50,11.29,0,0.07,1,Current,West,ATM,0
184.74,3,46,4.9,0,0.97,2,Savings,North,POS,0
350.55,9,54,26.1,0,0.07,3,Business,North,Online,0
827.2,18,39,25.66,0,0.2,3,Savings,Central,Online,0
68.05,5,43,19.33,0,0.43,0,Savings,Central,Mobile Banking,0
649.53,0,28,17.53,0,0.93,3,Savings,North,POS,0
98.69,7,28,11.89,0,0.18,3,Savings,North,POS,0
97.39,7,62,6.4,0,0.4,5,Current,Central,ATM,0
83.22,5,51,27.2,0,0.99,3,Savings,North,Online,0
155.92,16,36,29.37,0,0.6,5,Savings,North,Mobile Banking,0
33.48,18,65,0.76,0,0.61,3,Current,West,POS,0
161.36,0,54,7.63,0,0.97,3,Savings,North,Online,0
156.05,14,31,0.4,0,0.51,6,Current,East,Online,0
287.01,12,46,27.44,0,0.0,4,Savings,East,Online,0
358.73,20,36,2.92,0,0.03,1,Business,West,Online,0
116.12,2,54,16.81,0,0.68,4,Business,North,Mobile Banking,0
72.0,1,38,6.63,0,0.21,0,Savings,West,POS,0
60.04,2,41,25.4,0,0.48,3,Business,North,POS,0
43.29,8,43,10.69,0,0.55,5,Savings,North,ATM,0
11.88,15,58,5.88,0,0.67,4,Current,North,ATM,0
83.85,23,73,5.87,0,0.08,4,Business,East,Online,0
63.01,12,29,5.94,0,0.76,4,Business,East,Online,1
678.75,18,65,23.31,0,0.92,2,Business,South,Online,1
163.16,17,36,18.63,0,0.26,4,Current,West,Mobile Banking,0
85.32,20,64,5.77,0,0.38,2,Savings,Central,POS,0
173.72,11,66,10.11,0,0.74,3,Business,West,Online,0
29.98,11,47,1.19,0,0.25,3,Current,West,Mobile Banking,0
117.41,0,32,26.36,0,0.54,2,Current,East,Online,0
196.83,19,20,4.64,0,0.66,1,Current,North,ATM,0
134.24,7,66,33.0,0,0.88,4,Savings,West,Mobile Banking,0
102.76,16,30,13.62,0,0.35,2,Savings,West,Online,0
1018.21,20,26,12.58,0,0.49,4,Savings,West,POS,0
424.58,19,30,2.66,0,0.18,2,Savings,South,ATM,0
195.32,21,33,1.08,0,0.31,0,Current,East,Mobile Banking,0
168.5,6,68,12.07,0,0.09,2,Savings,East,Online,0
193.86,8,31,9.47,0,0.2,2,Savings,South,Online,0
44.96,16,25,1.91,0,0.35,5,Savings,South,Online,0
100.55,9,71,27.08,0,0.42,0,Savings,South,Online,0
8.05,3,36,8.1,1,0.71,2,Savings,South,Online,0
129.08,21,74,4.53,0,0.46,4,Savings,East,Online,0
156.63,6,73,23.29,0,0.05,2,Current,South,Mobile Banking,0
51.69,6,49,36.64,0,0.76,3,Savings,East,Online,1
665.01,7,52,5.48,0,0.53,3,Savings,North,POS,0
480.38,23,40,22.44,1,0.94,3,Savings,West,Mobile Banking,0
256.13,23,38,15.86,0,0.64,5,Savings,Central,Online,0
152.45,7,35,68.67,0,0.53,2,Savings,East,Online,0
408.0,15,65,3.42,0,0.29,2,Business,East,Mobile Banking,0
28.0,11,31,48.54,0,0.24,1,Savings,Central,POS,0
312.62,14,33,5.68,0,0.23,3,Current,North,Online,0
26.67,7,41,7.96,0,0.41,2,Savings,North,Online,0
316.18,21,66,6.67,0,0.17,4,Savings,West,POS,0
64.53,8,69,4.69,0,0.84,3,Savings,South,POS,0
419.26,2,49,17.72,0,0.81,4,Business,West,POS,0
576.63,21,28,13.34,0,0.73,4,Savings,Central,POS,0
32.22,20,62,5.47,0,0.05,2,Savings,South,Online,0
124.23,15,28,2.13,0,0.07,0,Business,South,ATM,0
792.53,14,21,5.73,0,0.64,2,Savings,Central,Mobile Banking,0
132.1,23,43,7.2,0,0.75,2,Savings,East,Online,0
398.36,3,63,7.19,0,0.03,2,Savings,West,POS,0
177.7,19,22,6.63,0,0.29,5,Savings,Central,Online,0
94.11,15,53,0.75,0,0.14,7,Business,Central,Online,0
67.31,9,50,9.36,0,0.23,3,Savings,West,Online,0
45.44,10,31,27.14,0,0.52,5,Savings,Central,Online,0
286.93,4,49,2.98,0,0.11,2,Savings,East,POS,0
97.73,10,24,2.36,0,0.23,3,Savings,West,Online,0
143.19,12,27,9.58,0,0.56,3,Savings,Central,POS,0
135.58,14,19,6.94,1,0.51,3,Savings,South,Online,0
172.21,5,27,12.36,0,0.86,5,Savings,West,Online,0
401.35,15,52,44.08,0,0.15,1,Savings,Central,Online,0
789.94,14,38,21.46,0,0.37,2,Savings,East,POS,0
104.71,10,57,17.43,0,0.92,1,Savings,South,Online,0
351.49,19,59,8.07,0,0.8,5,Business,East,Mobile Banking,0
289.23,1,25,5.08,0,0.6,2,Savings,Central,Online,0
170.44,1,63,11.66,0,0.77,0,Savings,South,POS,0
624.93,11,35,32.5,0,0.45,3,Savings,West,POS,0
44.75,15,26,31.4,0,0.91,5,Savings,South,Online,1
23.14,18,71,8.85,0,0.6,4,Current,East,POS,0
384.78,1,58,4.24,0,0.7,2,Savings,North,POS,0
115.66,16,47,3.83,0,0.65,0,Savings,Central,POS,0
375.42,13,21,0.52,0,0.67,3,Savings,North,Online,0
447.15,23,52,27.74,0,0.64,1,Current,Central,Online,0
12.9,15,31,4.61,0,0.07,1,Business,North,Online,0
429.91,4,31,6.67,0,0.6,4,Savings,South,ATM,0
118.96,9,70,24.85,0,0.78,3,Current,South,Online,0
142.85,16,65,1.92,0,0.0,1,Savings,West,Online,0
197.02,12,54,9.28,0,0.89,3,Savings,South,Online,0
521.77,15,37,1.96,0,0.95,3,Current,South,Online,0
3.86,8,46,8.75,0,0.13,4,Savings,North,Online,0
129.57,23,40,0.72,0,0.54,4,Savings,Central,ATM,0
232.77,3,73,10.94,0,0.11,3,Savings,South,ATM,0
256.54,23,64,23.82,0,0.28,5,Savings,South,Online,0
235.88,15,38,16.92,0,0.62,4,Current,East,POS,0
28.87,22,48,10.67,0,0.3,3,Business,North,POS,0
71.16,10,49,26.47,0,0.37,6,Savings,South,POS,0
88.86,6,58,3.88,0,0.75,3,Savings,South,POS,0
326.37,16,24,26.65,0,0.57,6,Savings,West,POS,0
65.36,21,30,4.85,0,0.52,0,Current,East,POS,0
47.32,12,40,6.75,0,0.32,0,Savings,Central,Mobile Banking,0
631.41,3,25,2.06,1,0.7,2,Current,North,Mobile Banking,0
1.78,13,29,1.61,0,0.42,4,Business,Central,ATM,0
1225.76,9,53,40.35,0,0.9,1,Savings,South,POS,1
225.91,9,33,3.16,0,0.6,1,Current,West,POS,0
352.6,9,43,6.08,0,0.54,5,Savings,East,ATM,0
69.8,11,46,11.3,0,0.8,4,Current,North,Online,0
2.88,1,46,6.41,0,0.49,3,Current,East,Online,0
267.78,22,23,30.62,0,0.28,0,Savings,East,Online,0
359.33,8,54,34.65,0,0.16,2,Savings,East,Mobile Banking,0
269.78,4,50,5.92,0,0.56,2,Savings,Central,Online,0
30.83,7,48,1.45,0,0.42,1,Current,East,POS,0
280.02,20,63,3.54,0,0.4,1,Savings,South,Online,0
293.0,13,58,9.65,0,0.35,8,Savings,South,Online,0
214.91,6,35,5.11,0,0.67,1,Current,South,Mobile Banking,0
290.59,6,55,9.06,0,0.52,2,Savings,West,POS,0
374.06,8,64,21.33,0,0.54,4,Business,West,POS,0
190.18,2,48,8.19,0,0.31,2,Savings,East,POS,0
18.56,13,33,3.29,0,0.61,2,Savings,North,ATM,0
133.74,16,57,6.65,0,0.4,6,Savings,West,ATM,0
16.17,17,68,20.38,0,0.77,3,Savings,Central,Online,0
104.7,11,54,8.28,0,0.53,2,Savings,South,Online,0
104.55,21,31,4.31,0,0.29,3,Savings,East,Online,0
13.66,13,56,8.36,1,0.15,7,Savings,Central,Mobile Banking,0
85.79,12,21,9.1,0,0.7,5,Savings,Central,Online,0
23.53,13,47,5.27,0,0.37,2,Current,North,POS,0
330.3,8,70,81.69,0,0.07,3,Savings,South,Online,0
590.11,18,50,21.89,0,0.91,3,Current,South,POS,0
15.01,1,53,17.69,0,0.39,1,Current,West,Mobile Banking,0
620.73,10,47,28.95,0,0.75,3,Savings,West,Mobile Banking,0
147.87,16,31,16.47,0,0.46,4,Savings,Central,ATM,0
71.21,1,40,23.48,0,0.89,2,Current,Central,ATM,0
16.0,18,65,7.98,0,0.03,5,Current,Central,Online,0
138.88,6,45,10.41,0,0.26,7,Savings,South,POS,0
316.48,17,24,0.72,0,0.55,4,Current,Central,Online,0
245.58,12,59,4.94,1,0.32,2,Savings,South,Online,0
10.31,4,27,6.88,0,0.74,5,Business,West,Online,0
15.14,17,21,14.73,0,0.69,3,Savings,North,Online,0
103.13,22,61,9.36,0,0.03,8,Savings,West,ATM,0
69.99,23,55,14.04,0,0.6,4,Current,South,POS,0
52.89,23,30,18.74,0,0.84,3,Savings,South,Online,0
65.98,15,38,0.65,0,0.32,3,Current,West,Online,0
325.4,14,50,4.48,0,0.14,3,Business,West,Online,0
529.66,7,57,2.81,0,0.74,3,Savings,South,ATM,0
103.87,14,45,3.11,0,0.9,2,Savings,East,Online,0
473.13,0,40,10.49,0,0.66,2,Savings,West,Online,0
77.57,16,49,20.2,0,0.85,7,Savings,Central,POS,0
129.42,14,65,4.78,0,1.0,3,Business,West,Mobile Banking,0
51.24,13,22,26.1,0,0.5,2,Current,North,ATM,0
204.59,13,43,33.45,0,0.94,6,Current,South,POS,0
772.47,9,56,6.47,0,0.34,4,Business,North,Mobile Banking,0
185.01,1,43,17.16,0,0.75,5,Business,North,ATM,0
88.58,5,20,1.87,0,0.9,3,Business,East,Online,1
208.72,16,41,20.44,0,0.52,4,Current,West,Online,0
26.23,4,70,2.71,0,0.63,2,Savings,Central,Online,0
439.03,4,51,17.44,0,0.97,2,Savings,West,Online,0
139.87,14,51,8.22,0,0.25,3,Current,South,Online,0
119.33,14,37,39.56,0,0.36,3,Savings,West,ATM,0
176.31,19,72,9.37,0,0.77,3,Savings,East,Mobile Banking,0
196.05,10,47,0.47,1,0.34,2,Current,Central,Mobile Banking,0
14.9,4,59,9.83,0,0.5,3,Current,South,POS,0
229.53,0,37,23.81,0,0.05,2,Current,South,POS,0
55.4,10,58,15.62,0,0.57,3,Savings,North,Online,0
250.32,10,35,50.86,1,0.63,4,Current,South,Online,1
345.8,5,55,27.8,0,0.08,2,Savings,East,Mobile Banking,0
325.89,22,37,11.22,0,0.24,3,Savings,North,Mobile Banking,0
160.82,7,23,3.47,0,0.43,1,Savings,West,Online,0
146.86,1,74,0.06,0,0.78,3,Current,Central,Online,0
30.83,14,59,59.06,1,0.02,3,Savings,Central,POS,0
298.64,22,42,41.79,0,0.33,1,Savings,South,Online,0
63.33,21,58,4.81,0,0.0,3,Savings,Central,Online,0
137.31,8,58,15.25,0,0.52,4,Savings,West,POS,0
66.89,14,20,19.6,0,0.5,1,Current,Central,Online,0
28.73,7,61,12.94,0,0.76,2,Savings,North,Online,0
198.61,15,60,27.77,0,0.0,2,Savings,South,ATM,0
11.17,13,63,1.22,0,0.76,2,Savings,East,Online,0
276.18,14,74,34.02,0,0.89,2,Savings,Central,Mobile Banking,0
76.42,19,36,7.46,0,0.32,1,Savings,Central,Online,0
0.03,12,27,9.83,0,0.33,1,Savings,South,Online,0
143.13,8,68,8.82,0,0.0,4,Business,North,ATM,0
9.6,0,22,11.37,1,0.43,3,Business,South,ATM,0
64.64,5,39,13.68,0,0.61,2,Savings,East,Online,0
245.5,7,26,18.59,0,0.12,0,Savings,South,Mobile Banking,0
12.95,19,50,11.16,0,0.66,7,Savings,South,POS,0
365.69,17,32,17.32,0,0.37,2,Savings,Central,Online,0
0.77,17,41,6.19,0,0.67,2,Business,East,Online,0
56.69,16,47,41.39,1,0.25,3,Savings,West,Online,1
270.11,20,53,1.0,0,0.77,2,Savings,North,ATM,0
76.04,15,56,11.83,0,0.55,4,Business,South,Mobile Banking,0
21.49,12,23,1.37,1,0.53,3,Business,West,ATM,0
89.33,21,32,8.77,0,0.49,5,Savings,Central,Online,0
63.05,3,55,4.47,0,0.84,3,Business,East,Online,1
369.94,3,56,41.45,1,0.55,0,Savings,East,POS,0
75.19,20,69,0.2,0,0.16,3,Savings,Central,POS,0
311.12,13,39,7.44,1,0.63,2,Savings,Central,ATM,0
444.89,4,20,22.85,0,0.51,4,Savings,North,Online,0
113.77,15,70,3.13,0,0.07,3,Savings,West,Mobile Banking,0
481.46,13,46,25.36,0,0.58,3,Savings,South,Online,0
94.74,13,46,29.46,0,0.08,5,Current,Central,Online,0
665.28,13,48,18.47,0,0.72,6,Savings,East,Online,0
18.71,23,62,3.52,1,0.65,3,Savings,Central,Online,0
232.32,13,19,4.76,0,0.49,2,Savings,Central,ATM,0
136.17,18,52,2.74,0,0.75,2,Business,East,Online,0
98.09,2,62,3.05,0,0.28,2,Current,East,Online,0
200.32,16,26,0.56,0,0.45,0,Savings,East,POS,0
243.38,13,39,29.21,0,0.02,1,Savings,Central,Online,0
0.87,9,36,11.28,0,0.99,3,Savings,South,ATM,0
36.53,12,67,5.96,1,0.06,4,Savings,East,Online,0
249.69,21,54,5.13,1,0.1,3,Savings,North,POS,0
219.55,3,27,11.8,0,0.49,0,Savings,North,Mobile Banking,0
676.56,10,63,5.93,0,0.38,2,Savings,South,POS,0
286.29,14,38,29.9,0,0.53,5,Savings,South,Online,0
602.26,14,34,3.55,0,0.84,1,Savings,Central,Mobile Banking,0
242.5,23,20,32.09,1,0.16,3,Current,North,Online,1
70.78,1,24,16.36,0,0.64,1,Savings,South,ATM,0
22.27,10,58,47.07,0,0.02,5,Current,West,POS,0
304.49,1,54,0.23,0,0.79,5,Savings,North,ATM,0
206.65,22,53,0.91,0,0.82,4,Business,Central,Online,1
9.88,4,20,10.42,0,0.38,3,Savings,South,ATM,0
89.27,12,30,36.52,0,0.17,1,Savings,Central,POS,0
628.38,0,58,19.68,0,0.81,5,Savings,West,Online,0
138.79,6,47,14.6,0,0.91,2,Savings,East,POS,0
113.38,6,40,0.48,1,0.08,4,Current,West,Mobile Banking,0
122.39,9,24,6.56,0,0.58,7,Savings,North,POS,0
46.86,5,47,6.37,0,0.94,2,Current,East,Online,0
92.0,19,46,11.72,0,0.64,1,Savings,North,ATM,0
92.35,11,25,4.47,0,0.82,3,Savings,South,Online,0
10.76,12,27,4.66,0,0.23,3,Savings,South,Online,0
291.83,23,50,14.55,0,0.1,0,Current,Central,Online,0
107.74,10,37,43.39,0,0.38,2,Savings,North,Online,0
345.4,17,46,16.19,0,0.4,7,Savings,East,Mobile Banking,0
379.89,1,46,16.55,0,0.79,2,Savings,East,ATM,0
47.65,15,70,64.26,0,0.41,1,Savings,East,Mobile Banking,0
214.21,1,38,2.5,0,0.24,1,Savings,South,POS,0
127.84,18,18,0.52,0,0.89,3,Business,West,POS,0
424.31,5,68,20.53,0,0.78,1,Savings,South,POS,0
48.6,0,51,8.66,0,0.67,4,Savings,East,Online,0
226.52,10,61,8.4,0,0.21,6,Savings,Central,POS,0
187.17,17,72,3.83,0,0.2,4,Savings,East,POS,0
70.0,9,49,10.6,0,0.49,8,Business,East,Online,0
29.38,17,62,8.76,0,0.53,6,Current,West,Online,0
210.9,0,31,6.36,0,0.26,2,Savings,Central,Online,0
268.34,18,54,8.77,0,0.12,3,Current,Central,POS,0
75.85,15,52,7.26,0,0.36,6,Savings,West,Online,0
207.03,6,41,42.18,0,0.43,4,Current,North,ATM,0
100.55,14,66,58.87,0,0.05,5,Savings,West,ATM,0
249.8,0,18,27.48,1,0.56,3,Business,East,Online,1
44.43,22,63,69.71,0,0.0,3,Savings,South,POS,0
441.85,20,23,4.63,0,0.15,3,Savings,East,Online,0
67.77,8,66,27.77,1,0.15,3,Business,Central,Mobile Banking,0
91.71,1,21,7.83,0,0.69,3,Savings,West,POS,0
11.97,16,55,20.56,0,0.49,4,Savings,Central,Online,0
23.65,23,18,3.37,0,0.84,1,Current,Central,POS,0
145.08,9,58,25.07,1,0.26,2,Business,East,Online,1
62.28,5,48,1.31,0,0.21,3,Business,Central,Online,0
360.94,4,53,4.73,1,0.8,4,Savings,North,Online,1
2.96,7,26,25.89,0,0.44,3,Savings,East,Online,0
95.32,7,58,20.62,0,0.27,7,Current,South,ATM,0
82.3,4,71,10.43,0,0.42,4,Savings,East,Mobile Banking,0
3.9,11,62,16.76,0,0.43,1,Savings,Central,Online,0
26.56,6,40,3.08,0,0.57,2,Savings,South,ATM,0
106.77,12,48,16.53,0,0.04,2,Savings,East,POS,0
135.8,12,46,0.12,0,0.25,1,Savings,Central,Online,0
103.6,16,66,26.87,0,0.47,4,Savings,North,Mobile Banking,0
151.4,3,38,10.89,0,0.54,3,Business,Central,Mobile Banking,0
180.84,17,20,43.2,0,0.16,5,Savings,North,Mobile Banking,0
1.99,9,43,9.76,0,0.19,3,Business,West,Online,0
124.76,2,23,8.51,0,0.73,3,Savings,Central,Online,0
662.08,11,37,8.97,0,0.79,0,Current,Central,Online,0
146.39,0,64,6.69,0,0.08,2,Savings,North,ATM,0
226.36,10,63,2.73,0,0.99,5,Savings,North,POS,0
74.75,17,30,27.68,0,0.43,2,Savings,East,Mobile Banking,0
297.44,12,58,7.39,0,0.59,5,Savings,North,Online,0
296.49,16,40,11.3,1,0.59,4,Savings,South,Mobile Banking,0
147.33,7,32,0.3,0,0.35,2,Current,Central,Mobile Banking,0
746.06,19,63,0.93,0,0.54,5,Savings,South,ATM,0
26.83,18,48,13.64,0,0.58,1,Savings,West,POS,0
3.42,16,21,31.71,0,0.76,2,Business,West,Online,2
294.07,1,28,10.2,0,0.66,2,Savings,South,Mobile Banking,0
329.17,2,71,2.7,0,0.45,4,Savings,West,POS,0
25.61,2,19,1.85,0,0.19,7,Current,Central,ATM,0
61.74,5,33,34.51,0,0.03,3,Current,Central,ATM,0
3.54,9,68,18.14,0,0.65,0,Current,East,Mobile Banking,0
69.43,23,48,50.81,0,0.48,4,Savings,East,POS,0
296.69,21,65,1.29,0,0.97,1,Savings,North,Mobile Banking,0
145.95,17,56,34.94,0,0.1,4,Savings,North,Online,0
85.57,17,60,28.03,1,0.07,1,Business,West,ATM,0
92.96,13,61,33.55,0,0.18,1,Savings,East,Online,0
0.27,15,21,0.09,0,0.38,4,Current,North,Online,0
71.28,6,65,20.32,0,0.18,4,Current,East,POS,0
207.95,0,45,11.94,0,0.46,4,Current,West,POS,0
731.43,16,33,12.77,0,0.34,4,Savings,West,Online,0
375.54,22,56,9.5,0,1.0,1,Savings,West,Online,0
4.78,4,42,20.36,0,0.97,2,Savings,East,Online,0
457.66,0,30,131.04,0,0.36,4,Current,North,POS,0
305.75,20,22,18.6,0,0.79,5,Current,West,ATM,0
303.17,16,47,17.0,0,0.24,2,Savings,North,Online,0
122.5,9,18,15.94,0,0.06,3,Savings,East,POS,0
101.5,11,22,17.82,0,0.04,3,Current,South,Online,0
72.17,19,71,6.28,0,0.03,3,Current,North,Online,0
13.59,1,31,5.79,0,0.74,3,Savings,South,POS,0
51.82,22,28,23.01,0,0.34,3,Savings,South,Mobile Banking,0
56.63,15,51,0.82,0,0.82,1,Savings,West,Online,0
132.36,14,73,21.36,0,0.87,0,Savings,North,POS,0
275.22,12,46,25.22,0,0.31,6,Savings,North,ATM,0
128.42,17,35,11.06,0,0.29,4,Current,West,POS,0
11.92,19,32,36.14,0,0.31,2,Savings,East,POS,0
633.02,21,63,9.61,0,0.48,0,Savings,North,POS,0
571.98,13,42,2.94,0,0.02,0,Savings,South,Online,0
307.6,17,47,6.73,0,0.01,1,Savings,Central,POS,0
949.53,1,62,35.45,0,0.74,3,Savings,Central,Online,1
157.26,1,19,76.1,0,0.81,2,Current,South,POS,0
658.12,2,68,8.22,0,0.2,4,Savings,South,Mobile Banking,0
15.72,4,57,2.74,0,0.59,1,Business,North,POS,0
91.04,15,44,5.06,1,0.22,5,Savings,East,POS,0
51.08,21,71,12.09,0,0.73,3,Current,East,POS,0
43.59,14,66,12.73,0,0.42,1,Current,North,Online,0
30.35,11,32,14.92,0,0.82,0,Current,West,Mobile Banking,0
194.79,8,49,27.06,0,0.95,1,Savings,Central,ATM,0
304.03,13,37,18.63,0,0.56,4,Savings,South,Online,0
172.69,20,70,4.53,0,0.9,2,Current,East,Online,0
31.79,15,31,7.54,0,0.03,2,Current,West,POS,0
333.33,10,44,27.47,0,0.46,7,Savings,Central,Mobile Banking,0
202.1,5,20,15.05,0,0.5,2,Savings,South,Mobile Banking,0
98.26,9,66,2.73,0,0.42,2,Savings,North,Online,0
224.25,7,20,5.91,0,0.31,2,Savings,West,Online,0
60.2,15,30,23.49,0,0.72,1,Current,South,POS,0
84.68,2,42,2.83,0,0.55,1,Current,North,POS,0
498.96,1,35,17.62,0,0.08,4,Savings,South,Online,0
68.64,15,18,12.44,0,0.95,3,Savings,North,Mobile Banking,0
126.97,18,56,2.39,0,0.89,3,Savings,North,Mobile Banking,0
441.71,8,72,17.51,0,0.35,3,Current,Central,Online,0
246.01,15,22,2.3,0,0.25,6,Savings,West,POS,0
12.84,21,19,7.62,0,0.63,3,Savings,East,Online,0
31.87,3,47,5.53,0,0.04,6,Savings,Central,Online,0
1.57,9,34,17.57,0,0.5,2,Savings,East,Mobile Banking,0
199.35,18,46,22.87,0,0.67,4,Current,Central,POS,0
118.72,12,70,2.76,0,0.41,2,Current,North,Online,0
28.84,17,59,25.07,0,0.97,4,Current,Central,Online,0
633.7,14,21,0.11,0,0.72,5,Savings,North,Online,0
150.86,3,26,11.33,0,0.93,6,Current,West,Online,0
55.39,8,38,10.91,0,0.91,2,Savings,South,ATM,0
138.87,3,60,14.67,0,0.13,1,Savings,North,Online,0
227.65,15,29,4.11,0,0.67,1,Current,East,Mobile Banking,0
15.86,20,29,0.15,0,0.6,2,Savings,North,POS,0
64.24,14,67,9.1,0,0.05,6,Savings,North,ATM,0
328.98,23,21,1.11,0,0.32,1,Current,East,POS,0
123.11,1,45,33.41,0,0.53,3,Business,North,ATM,0
158.19,13,26,2.86,0,0.55,2,Business,North,POS,0
113.41,2,57,8.31,1,0.81,2,Savings,East,POS,0
8.98,21,68,8.54,1,0.59,1,Current,South,Online,0
36.24,22,73,12.07,0,0.47,1,Current,West,ATM,0
117.95,3,49,22.89,0,0.75,2,Savings,North,Online,0
46.94,0,30,9.58,0,0.57,2,Savings,North,Online,0
10.25,22,51,0.39,1,0.88,1,Savings,South,ATM,0
371.13,8,36,22.12,0,0.91,3,Current,South,Online,0
794.7,16,31,1.29,0,0.6,4,Savings,West,Online,0
315.15,13,22,15.39,0,0.56,4,Business,North,POS,0
384.54,16,44,24.4,1,0.7,3,Savings,West,Online,0
55.41,0,45,4.98,0,0.73,4,Current,South,POS,0
646.93,9,43,8.94,0,0.73,3,Current,South,Online,0
43.86,22,27,0.22,0,0.62,4,Savings,North,Online,0
604.95,15,41,24.44,1,0.76,2,Current,East,Online,1
1052.56,18,34,18.22,1,0.14,0,Savings,Central,POS,0
248.77,23,69,3.95,0,0.82,2,Savings,South,Mobile Banking,0
794.18,2,33,7.42,1,0.31,6,Business,North,ATM,1
168.58,11,34,17.83,0,0.89,7,Savings,East,Online,0
60.1,2,18,6.65,0,0.13,2,Savings,West,Online,0
114.89,14,38,2.66,0,0.0,1,Savings,West,ATM,0
180.06,16,71,10.96,0,0.02,4,Savings,West,Mobile Banking,0
15.18,17,64,19.29,0,0.21,3,Savings,East,Online,0
194.75,6,66,5.8,0,0.11,3,Savings,Central,Online,0
794.54,18,60,1.95,0,0.55,5,Current,East,POS,0
42.17,6,39,26.54,0,0.45,4,Savings,East,Online,0
314.62,4,22,4.37,1,0.61,4,Savings,South,Online,0
476.97,7,53,10.79,0,0.19,5,Savings,North,Online,0
575.42,20,38,17.63,0,0.75,4,Savings,East,Online,0
644.45,15,73,5.72,0,0.61,4,Current,West,ATM,0
147.4,15,26,15.69,1,0.22,5,Savings,South,ATM,0
757.15,18,44,9.23,0,0.4,3,Current,West,Mobile Banking,0
283.19,14,65,12.67,0,0.72,3,Savings,North,ATM,0
35.27,6,29,13.4,0,0.68,1,Savings,South,Online,0
129.6,4,35,26.07,0,0.56,4,Current,North,POS,0
253.4,22,71,16.02,1,0.98,2,Savings,East,POS,0
56.83,10,52,4.6,0,0.13,4,Savings,South,Online,0
204.67,9,32,0.92,0,0.49,3,Savings,North,POS,0
219.68,20,67,0.03,0,0.62,4,Savings,West,Online,0
35.51,22,61,35.22,0,0.99,2,Savings,East,ATM,0
166.52,8,47,42.74,0,0.54,1,Current,South,Online,0
295.35,0,62,1.48,0,0.44,1,Savings,East,Online,0
138.19,19,50,10.01,1,0.92,1,Current,South,Online,1
2.44,0,53,2.47,0,0.51,3,Business,South,POS,0
1.82,7,57,44.57,0,0.94,3,Savings,Central,Online,1
88.33,2,68,4.25,0,0.75,2,Business,South,Online,0
521.26,1,70,10.45,0,0.17,2,Savings,North,POS,0
51.93,3,47,2.72,0,0.17,4,Savings,North,ATM,0
201.22,18,43,6.07,0,0.32,2,Savings,North,Online,0
50.23,10,38,4.66,0,0.07,6,Savings,East,Online,0
77.62,4,54,9.68,0,0.54,2,Business,Central,POS,0
376.83,23,60,8.17,0,0.86,2,Savings,North,Online,0
261.03,9,74,6.03,0,0.4,3,Current,West,Online,0
20.05,23,48,1.68,0,0.65,5,Savings,East,Online,0
111.97,22,73,9.94,0,0.98,4,Current,Central,Mobile Banking,0
5.92,7,73,28.48,0,0.19,3,Savings,East,Online,0
131.13,12,34,19.65,0,0.36,2,Savings,Central,POS,0
217.2,4,34,19.13,0,0.02,2,Current,East,ATM,0
25.23,11,51,6.84,0,0.23,4,Savings,East,ATM,0
68.18,12,41,18.49,0,0.78,1,Savings,North,Online,0
101.45,21,50,9.4,0,0.66,4,Savings,North,ATM,0
503.98,7,21,2.44,0,0.78,3,Current,North,ATM,0
999.79,14,26,8.15,0,0.43,5,Current,West,Mobile Banking,0
9.19,12,19,2.14,0,0.74,3,Savings,South,ATM,0
286.26,0,52,1.82,0,0.6,1,Savings,South,Online,0
92.96,21,55,0.35,0,0.33,2,Savings,Central,Online,0
99.67,5,62,4.99,0,0.41,5,Savings,West,POS,0
280.7,10,32,6.03,0,0.54,4,Savings,Central,Online,0
501.25,12,60,18.03,0,0.96,3,Savings,Central,Online,0
